month,benchmark,strategy_return,benchmark_return,excess_return,up_market
2025-01,csi1000,0.031478026141693594,-0.018740390619230052,0.050218416760923645,False
2025-02,csi1000,0.1566673370314371,0.07258722526415196,0.08408011176728514,True
2025-03,csi1000,-0.012777310767603911,-0.0069803936578410886,-0.0057969171097628225,False
2025-04,csi1000,-0.017982798205123718,-0.044410718444107045,0.026427920238983327,False
2025-05,csi1000,0.009075947571363097,0.012846799728408298,-0.0037708521570452014,True
2025-06,csi1000,0.03962890168196176,0.05469455211596741,-0.01506565043400565,True
2025-07,csi1000,0.07112286253904543,0.04798636917142063,0.0231364933676248,True
2025-08,csi1000,0.1717790094132028,0.11671938497475698,0.05505962443844581,True
2025-09,csi1000,0.09438312161680962,0.018320454704329192,0.07606266691248043,True
2025-10,csi1000,0.035300590220038286,-0.009015229123321977,0.04431581934336026,False
2025-11,csi1000,-0.028046790628585505,-0.022974234913749392,-0.005072555714836113,False
2025-12,csi1000,0.1285041902892161,0.03559619918164292,0.0929079911075732,True
2026-01,csi1000,0.127744046233651,0.08684077479697927,0.04090327143667172,True
2026-02,csi1000,0.05088040525077431,0.03706664922239722,0.013813756028377089,True
2026-03,csi1000,-0.11674252204191304,-0.10991795197667498,-0.006824570065238067,False
2026-04,csi1000,0.14800898270017915,0.10001509216060622,0.047993890539572925,True
2026-05,csi1000,0.030139536556961666,0.0031961536396662993,0.026943382917295366,True
2026-06,csi1000,0.0669583248981862,0.04575596343804178,0.021202361460144425,True
2025-01,csi500,0.031478026141693594,-0.02382054340669204,0.055298569548385634,False
2025-02,csi500,0.1566673370314371,0.04840106345293016,0.10826627357850693,True
2025-03,csi500,-0.012777310767603911,-0.00035836972492553354,-0.012418941042678378,False
2025-04,csi500,-0.017982798205123718,-0.03857269916708961,0.02058990096196589,False
2025-05,csi500,0.009075947571363097,0.00696932785493809,0.0021066197164250067,True
2025-06,csi500,0.03962890168196176,0.04308181701160452,-0.0034529153296427584,True
2025-07,csi500,0.07112286253904543,0.05256627204630604,0.01855659049273939,True
2025-08,csi500,0.1717790094132028,0.13131309886707143,0.040465910546131356,True
2025-09,csi500,0.09438312161680962,0.052304534110171774,0.04207858750663784,True
2025-10,csi500,0.035300590220038286,-0.010977595559854891,0.04627818577989318,False
2025-11,csi500,-0.028046790628585505,-0.04084708770972589,0.012800297081140388,False
2025-12,csi500,0.1285041902892161,0.0617246553035955,0.06677953498562061,True
2026-01,csi500,0.127744046233651,0.12121646438249178,0.006527581851159203,True
2026-02,csi500,0.05088040525077431,0.03439810191003656,0.016482303340737747,True
2026-03,csi500,-0.11674252204191304,-0.12024323060132003,0.0035007085594069842,False
2026-04,csi500,0.14800898270017915,0.09612029411880596,0.05188868858137319,True
2026-05,csi500,0.030139536556961666,0.0012036634485133035,0.028935873108448362,True
2026-06,csi500,0.0669583248981862,0.05782361751097009,0.009134707387216112,True
2025-01,hs300,0.031478026141693594,-0.02994477637353865,0.061422802515232244,False
2025-02,hs300,0.1566673370314371,0.01911670701164292,0.13755063001979417,True
2025-03,hs300,-0.012777310767603911,-0.0007043611264636596,-0.012072949641140251,False
2025-04,hs300,-0.017982798205123718,-0.030031049749054906,0.012048251543931188,False
2025-05,hs300,0.009075947571363097,0.01847466032987044,-0.009398712758507344,True
2025-06,hs300,0.03962890168196176,0.024959442533389886,0.014669459148571873,True
2025-07,hs300,0.07112286253904543,0.03544389341680021,0.03567896912224522,True
2025-08,hs300,0.1717790094132028,0.10333963916880706,0.06843937024439573,True
2025-09,hs300,0.09438312161680962,0.03200748983712676,0.06237563177968286,True
2025-10,hs300,0.035300590220038286,-4.3097039448269925e-06,0.03530489992398311,False
2025-11,hs300,-0.028046790628585505,-0.0245675732167987,-0.0034792174117868058,False
2025-12,hs300,0.1285041902892161,0.022815939346007896,0.10568825094320822,True
2026-01,hs300,0.127744046233651,0.01650129375326692,0.11124275248038407,True
2026-02,hs300,0.05088040525077431,0.0009157859398167822,0.049964619310957525,True
2026-03,hs300,-0.11674252204191304,-0.05532145245348319,-0.061421069588429855,False
2026-04,hs300,0.14800898270017915,0.08028224401972972,0.06772673868044943,True
2026-05,hs300,0.030139536556961666,0.01764188288252644,0.012497653674435227,True
2026-06,hs300,0.0669583248981862,0.01040448721617615,0.056553837682010055,True
